HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZJZ2YPRW1JJHANR4SK020,A3N4X98W8QT651,Approved,"Tue May 06 23:56:22 PDT 2008","Tue May 06 23:56:54 PDT 2008","i wish to be able to look into future",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZXSFRYRZBKA3604ZMT18Z,A15L6PYP78KH71,Approved,"Wed May 07 01:18:54 PDT 2008","Wed May 07 01:19:10 PDT 2008","i wish i could meet rober allen",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZQZDZWX410BTMTJRSRXVZ,A2MN1MDFIH9CEW,Approved,"Wed May 07 02:52:44 PDT 2008","Wed May 07 02:53:07 PDT 2008","I want to make at least $1000 using the internet.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z5JX8ZEZQ4A5ZXE8XPGF0,A1ENK2540K7VG0,Approved,"Wed May 07 03:11:43 PDT 2008","Wed May 07 03:12:05 PDT 2008","I wish to meet Jesus Christ.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZSVEZT9Z5KWEZ7WX56KVZ,A1V41ZHOL0IAY9,Approved,"Wed May 07 04:18:38 PDT 2008","Wed May 07 04:19:22 PDT 2008","I wish all the people all the best",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZGWEZ5G9MVVKGXXZJ7TV0,A733OKTUS6NZE,Approved,"Wed May 07 04:24:01 PDT 2008","Wed May 07 04:24:16 PDT 2008","I wish my son puts on weight.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVXVZN9YGY0XZGRCWNYMZ,A37TTCJE7ULDD3,Approved,"Wed May 07 05:43:41 PDT 2008","Wed May 07 05:44:14 PDT 2008","I wish to have a cute little charming baby boy.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z0XFZGHYZ5YAWQM9E0YYZ,A1I4OH9HLWX5PD,Approved,"Wed May 07 06:09:55 PDT 2008","Wed May 07 06:10:08 PDT 2008","I wish my mom would be nicer and less hateful.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZDVK4NE90E22E19YV5ZWZ,A114F2IBS5A8BQ,Approved,"Wed May 07 07:34:00 PDT 2008","Wed May 07 07:34:15 PDT 2008","I wish for a better president",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z3SJRRNRGRWAZ67YZHTBZ,A1J5JTX48XCQQI,Approved,"Wed May 07 07:47:06 PDT 2008","Wed May 07 07:47:54 PDT 2008","I wish that I could learn to cook.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVZDZT8YYS3DCXTCVB0J0,A9WPG6VEUIXD2,Approved,"Wed May 07 08:53:14 PDT 2008","Wed May 07 08:53:35 PDT 2008","I wish my sister would get a full time job.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z98VZ6A54MK4ZWMDYPZ70,ACRFSCRXFV78G,Approved,"Wed May 07 08:58:33 PDT 2008","Wed May 07 08:58:41 PDT 2008","I wish for rain.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZB81Z2NYSQZ0P5JZ8TX00,A2FB27NED6FDIN,Approved,"Wed May 07 09:45:13 PDT 2008","Wed May 07 09:45:35 PDT 2008","My wish is to have my house cleaned by twitching my nose.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z909GVHRS41EZJ5YC7XP0,A13ZEWYIE76S7B,Approved,"Wed May 07 12:10:27 PDT 2008","Wed May 07 12:10:40 PDT 2008","i wish that i could be more in shape.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZC03ZQBHE2KKTNHZVXX0Z,A3HRSXTEND6FA8,Approved,"Wed May 07 13:46:50 PDT 2008","Wed May 07 13:47:00 PDT 2008","I wish I enjoyed my job better.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z93EZYTCYM8M6XWD2ZYP0,A3L6L2PQMB4E1I,Approved,"Wed May 07 17:46:00 PDT 2008","Wed May 07 17:46:11 PDT 2008","i wish i had a ferrari",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z5JBCSGZMSX4EJCZ6VG4Z,A2QOKGTUS05ENL,Approved,"Wed May 07 17:50:13 PDT 2008","Wed May 07 17:50:30 PDT 2008","I wish i Had a monster truck",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z0XDZMK0110CZXDWWBGA0,AGZGEOBL3HJZV,Approved,"Wed May 07 18:20:57 PDT 2008","Wed May 07 18:21:18 PDT 2008","I wish dogs could talk",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z7BYZVRMKXSN6WR571YQ0,A3LGN9960JNQMZ,Approved,"Wed May 07 18:39:07 PDT 2008","Wed May 07 18:40:13 PDT 2008","I wish for a baby girl.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZDX0ZPAZ70H6Z0MZ69WKZ,AZ209ZYWRSIUG,Approved,"Wed May 07 19:14:46 PDT 2008","Wed May 07 19:14:52 PDT 2008","I wish he would call me.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZJY8ZPRY7FY9GZDXJYYT0,A2I85JN62ZNGRE,Approved,"Wed May 07 19:44:07 PDT 2008","Wed May 07 19:44:46 PDT 2008","I wish to have a cure for all cancers. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZGWMZ22MNEWMPZEZV48Q0,A2Q1E1PFG4BOVD,Approved,"Thu May 08 01:01:18 PDT 2008","Thu May 08 01:01:51 PDT 2008","for my friend, Kosal, to make lots of money",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZPYMZXWDVHRAEY84GFHJ0,A3P0I2UZQBWB03,Approved,"Thu May 08 01:35:29 PDT 2008","Thu May 08 01:35:43 PDT 2008","Every one can have organic food.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z5YJ8YVYPZXTZM2ZGQZQ0,A2WIBE4Z6H0DY7,Approved,"Thu May 08 07:13:40 PDT 2008","Thu May 08 07:14:01 PDT 2008","I wish I could have a house in the country.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZDZ20QEZ7NYGZYNZM13QZ,A1L1WI1BXLLZZM,Approved,"Thu May 08 19:40:08 PDT 2008","Thu May 08 19:40:38 PDT 2008","I wish that we will find healthy alternative fuels. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZAWEG0VZM11CZ430HXY60,A1B6W6ZBJI0U5M,Approved,"Thu May 08 19:45:00 PDT 2008","Thu May 08 19:46:09 PDT 2008","I wish that language was not a barrier, and everyone in the world could understand everyone else.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZR1V21AZ7BXAZXTXCDZ20,A1RLDFIYCX8A25,Approved,"Thu May 08 22:01:48 PDT 2008","Thu May 08 22:02:14 PDT 2008","I wish no one was cruel to animals.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z4SKYK5YGDBDANDN95BQZ,A2OXIV9ASA0J3P,Approved,"Thu May 08 22:33:51 PDT 2008","Thu May 08 22:34:12 PDT 2008","Twice a birthday per year",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZJXCZ7FZ6HWRGRT1E3YJ0,A1B0YWANQX8P6S,Approved,"Fri May 09 00:33:19 PDT 2008","Fri May 09 00:33:34 PDT 2008","I wish to be in Chicago.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZZX5EVEHP3Z42ZGY0RH20,AS9AOZ7GOAUPQ,Approved,"Fri May 09 04:52:20 PDT 2008","Fri May 09 04:52:27 PDT 2008","I wish it was me",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z2Y60JPZ26YZE3XYFEYY0,A14JQX7IFAICP0,Approved,"Fri May 09 07:13:03 PDT 2008","Fri May 09 07:13:30 PDT 2008","I wish to be slim and eat everything I want to eat with no restrictioons",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZYYMZ3F0Q0ARZ6YZG1VZ0,A2P7I8HWTL07B6,Approved,"Fri May 09 07:18:42 PDT 2008","Fri May 09 07:19:52 PDT 2008","I wish i make a hijj in ksa to go to heaven",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVWRZ28YHVZNT1K1VBZC0,A9PT9OQ4VY6FR,Approved,"Fri May 09 09:04:05 PDT 2008","Fri May 09 09:04:17 PDT 2008","I wish to win the lottery",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZRXFGZRZ6HGZZ0104AVB0,A2SB2BW2W4T4WW,Approved,"Fri May 09 10:07:00 PDT 2008","Fri May 09 10:07:18 PDT 2008","I wish for my husband's happiness and prosperity.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZCZDZ76M9SZWZ1NYF8YY0,AD4FDBEA9GGFE,Approved,"Fri May 09 11:05:16 PDT 2008","Fri May 09 11:05:24 PDT 2008","To attend the Super Bowl.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z3WZJTJYT7JWE6ZZZ8ZH0,AWY4SA87CM0LD,Approved,"Fri May 09 11:47:27 PDT 2008","Fri May 09 11:47:42 PDT 2008","I wish they would fix the air conditioner.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZP96AVWMHF2EZWZYEM1S0,A1HZGLJ8X4B5T2,Approved,"Fri May 09 12:46:24 PDT 2008","Fri May 09 12:48:17 PDT 2008","I wish that my business will be successful and blessed by God in order to provide employment for the community.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z81CAWHZC51BYKQYEDHGZ,A1I8UG9UYQN8KE,Approved,"Fri May 09 14:22:39 PDT 2008","Fri May 09 14:22:51 PDT 2008","I wish I could carry a monkey like a baby",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z9G8ZYKYY0ZDGWTN1R9E0,A24KZL47I6CH4C,Approved,"Fri May 09 15:12:06 PDT 2008","Fri May 09 15:12:28 PDT 2008","for my husband to work less",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZDSY2YRDXV91C37MB1Z8Z,A2BA5GG9QEBD71,Approved,"Fri May 09 15:56:15 PDT 2008","Fri May 09 15:56:25 PDT 2008","make out session",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZAY9ZWZZW5WGZT3NESXJZ,A2SAHU8JXGER1L,Approved,"Fri May 09 15:57:30 PDT 2008","Fri May 09 15:57:58 PDT 2008","I wish for one billion dollars.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZXX0A2DZCWW74XTZ5NGR0,AY1636IGKCLHY,Approved,"Fri May 09 16:44:30 PDT 2008","Fri May 09 16:45:13 PDT 2008","that America would help instead of hurt other countries",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z82MZK8RY0V0ZR3YWEAS0,A2LL0VL0D92ZL1,Approved,"Fri May 09 16:53:26 PDT 2008","Fri May 09 16:53:52 PDT 2008","I wish I could write a successful children's book.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVABZ1EYKAY8ZZ3Y91X20,A3E8AJTHPIG1O3,Approved,"Fri May 09 18:40:47 PDT 2008","Fri May 09 18:40:56 PDT 2008","Better laptop.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z8YYZYKHMN96ZSZR6ZZG0,A1APFXFJHE25EE,Approved,"Fri May 09 18:59:13 PDT 2008","Fri May 09 18:59:39 PDT 2008"," I wish we weren't destroying our planet.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z2WDZK4Z563XZPHZHR9BZ,A1Y23A5QCJ91CG,Approved,"Fri May 09 19:46:04 PDT 2008","Fri May 09 19:46:11 PDT 2008","a successful career",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZN94P27CZ81BZP6S1FGQZ,A3RW8TMXMQ7I6B,Approved,"Fri May 09 20:42:13 PDT 2008","Fri May 09 20:42:46 PDT 2008","i wish that i can have 7 considerate wives ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZPZTEMMZTVYHG4EZFEWP0,AS49YWVQCPWDL,Approved,"Fri May 09 20:44:43 PDT 2008","Fri May 09 20:44:55 PDT 2008","I wish I could go to Paris",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZZ8WZYQZV9XQZNCSZSA1Z,AX9B3JDO0W5DR,Approved,"Fri May 09 23:31:43 PDT 2008","Fri May 09 23:31:58 PDT 2008","May you come into a good fortune",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZWZCZ7RZ08GMZNK1T5XSZ,A1BBPP29U9EXZ4,Approved,"Sat May 10 00:09:21 PDT 2008","Sat May 10 00:09:49 PDT 2008","i wish my sister can find peace",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZSJWZ7JHQBWPZQ1Z71GH0,AANFJ774HCDYP,Approved,"Sat May 10 01:04:06 PDT 2008","Sat May 10 01:04:22 PDT 2008","I wish to kiss someone.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZYZW4ZXYKWZRZWEGYS1X0,AP275SY0XQG0M,Approved,"Sat May 10 03:00:37 PDT 2008","Sat May 10 03:00:58 PDT 2008","I wish my sister stays healthy.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZWR9ZM9YK726MZ6YQ6KWZ,A3VSQN06X4TZE7,Approved,"Sat May 10 07:38:04 PDT 2008","Sat May 10 07:42:15 PDT 2008","I wish that when my boyfriend and I get married we move at least 1000 miles away from his parents, another country in an apartment without a guest room would be best. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZZ9D2SZZ31WEZT0YE7S3Z,A1M0SEWUJYX9K0,Approved,"Sat May 10 07:46:20 PDT 2008","Sat May 10 07:46:35 PDT 2008","get a promotion.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZTX4C2MZ22GJ85BYK10G0,A34LZPSJ3FXAUA,Approved,"Sat May 10 09:14:17 PDT 2008","Sat May 10 09:14:47 PDT 2008","Hillary Clinton win Democrat nomination, become US President. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z1ZZZGXZR9TQZQKZH3BPZ,AR5LEM9HA9C0W,Approved,"Sat May 10 12:08:52 PDT 2008","Sat May 10 12:09:26 PDT 2008","I wish for my daughter to end her school year on a positive note.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z2ZJ2YGYAMKFZT7YCES90,A15MK127K9F2DZ,Approved,"Sat May 10 12:13:13 PDT 2008","Sat May 10 12:14:06 PDT 2008","I wish my mother will get her diabetes under control.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZMH54009X3XBZYNW0K8HZ,A2QW23SNK8K7FN,Approved,"Sat May 10 13:03:59 PDT 2008","Sat May 10 13:04:30 PDT 2008","I wish I could teach the world to sing.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZGZVZXDNT21KZ37GSKZHZ,A18QU9CJGFC3RH,Approved,"Sat May 10 13:49:51 PDT 2008","Sat May 10 13:50:13 PDT 2008","I wish to go to Japan",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z410GW2M0XWWCK3Y21Y40,AEIFQ5JIQJ7H9,Approved,"Sat May 10 13:52:41 PDT 2008","Sat May 10 13:53:25 PDT 2008","I wish that all countries could get along.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZAW36TMZ7R9JZW7ZC5W6Z,A1ZXM6L5BLKBW9,Approved,"Sat May 10 14:16:56 PDT 2008","Sat May 10 14:17:15 PDT 2008","I wish hatred and racial issues didn't exist.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z0R4TXNYC4XSZ2P833WA0,AS7QSZPN28VFT,Approved,"Sat May 10 14:35:22 PDT 2008","Sat May 10 14:35:51 PDT 2008","I wish more people would donate blood.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVXTTWEZKN84ZS9MPZG80,A328XG11KNF32B,Approved,"Sat May 10 15:37:02 PDT 2008","Sat May 10 15:37:40 PDT 2008","I wish for my family good health and happiness.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZPXZZQ2ZYE9QZ70C9ABG0,A2OY54JKHARPKS,Approved,"Sat May 10 16:02:19 PDT 2008","Sat May 10 16:02:36 PDT 2008","i wish i had a better computer ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZRSBZJ2ZYCWB2Q0Y3S3PZ,A3PZJEQZ7NOGBC,Approved,"Sat May 10 16:16:23 PDT 2008","Sat May 10 16:16:33 PDT 2008","I wish I was in shape.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZDYDCH4YA4YS0PJW03A40,A389Z7A60D4L8I,Approved,"Sat May 10 16:19:51 PDT 2008","Sat May 10 16:20:03 PDT 2008","I wish for a life with Brent.
",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVGCZTMZHCSWZT2ZZ9WWZ,A1LYGB0DEDB3AI,Approved,"Sat May 10 16:25:00 PDT 2008","Sat May 10 16:25:13 PDT 2008","I wish for no religion- anywhere, everywhere. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z1XVPTEYNMY4ZXBZNE800,A3Q6OX7HDDZ7MB,Approved,"Sat May 10 16:40:39 PDT 2008","Sat May 10 16:40:47 PDT 2008","win the lottery",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZR1DAXADKKZ1RW3Y9ZV80,A114CO8MVGND5B,Approved,"Sat May 10 20:39:18 PDT 2008","Sat May 10 20:39:43 PDT 2008","I wish I could go bungee jumping. ",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZRZ1J3F0YEYFZSPN8FW1Z,A2NXV9HYVN27ZC,Approved,"Sat May 10 20:45:08 PDT 2008","Sat May 10 20:45:20 PDT 2008","I wish the gas prices would go down",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZZWQZSWYEE2AP12SZ28C0,A6DWDM7JS1DVC,Approved,"Sun May 11 00:14:12 PDT 2008","Sun May 11 00:15:07 PDT 2008","I wish i can be a very successful professional someday.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZBWKZQZZVFAQ67N12HS30,A3B9CRWYGCJ1GJ,Approved,"Sun May 11 01:14:49 PDT 2008","Sun May 11 01:14:55 PDT 2008","World Peace",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZRXD0HCRGT1BZRVRADZWZ,A1ZIUN0W12X1SP,Approved,"Sun May 11 04:59:02 PDT 2008","Sun May 11 04:59:42 PDT 2008","I want no corruption, no sin, no bribe.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z0WQ4RYDPKHKZTGZNK2Z0,A2KST2DIWAB8Z4,Approved,"Sun May 11 05:49:09 PDT 2008","Sun May 11 05:50:01 PDT 2008","I wish I was healthier.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZYZYWJYG69YK2WTWABYPZ,AOIVMCY2Y8WQP,Approved,"Sun May 11 11:02:08 PDT 2008","Sun May 11 11:02:16 PDT 2008","to be a good husband",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z2HSC0HDBDAWZQEHCDH1Z,A2L43W0T6R673Z,Approved,"Sun May 11 11:13:11 PDT 2008","Sun May 11 11:13:27 PDT 2008","More Chris Knight on radio",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZQH100XNKAZ3ZZ45KDS10,A2KYERWEXOPF8R,Approved,"Sun May 11 16:10:45 PDT 2008","Sun May 11 16:10:54 PDT 2008","I wish to meet a werewolf",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZPH2GS2ZN9YSZSMHRE0P0,A1ZVQWVTK42DE1,Approved,"Sun May 11 16:56:07 PDT 2008","Sun May 11 16:56:41 PDT 2008","my wish is for my mom to get a bath chair.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZWYSZ1DYY9TCJXYMTZYQ0,AH4EEC4363RCF,Approved,"Sun May 11 17:07:59 PDT 2008","Sun May 11 17:08:30 PDT 2008","I wish my husband could come home. I miss him.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZH8AA6V96V90839R3HVJZ,ASS6GYDRF03FS,Approved,"Sun May 11 17:58:08 PDT 2008","Sun May 11 17:58:32 PDT 2008","My wish is to live a long & happy life.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZR0Q4604TKTY41CZCBYKZ,A2ZMGOB9REQQRZ,Approved,"Sun May 11 18:53:20 PDT 2008","Sun May 11 18:53:49 PDT 2008","I wish for a cure for cancer.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z1WVWNZ1VTYAZV0Y03THZ,A1259PR5CCVKPU,Approved,"Sun May 11 18:53:34 PDT 2008","Sun May 11 18:53:59 PDT 2008","I wish nobody in the world was starving.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z3B3WV4Y3FK58M3ZK4WA0,A1F3D8BQLOOJ81,Approved,"Sun May 11 19:29:22 PDT 2008","Sun May 11 19:29:38 PDT 2008","I wish to travel the world.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZH19ZR9W89TRZ7J9NBX3Z,A3OBHAL8VH82DK,Approved,"Sun May 11 20:18:44 PDT 2008","Sun May 11 20:19:28 PDT 2008","To give a birth to a healthy baby.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZEZZZHPYZJYZRQ1YR4Y8Z,A3A3SB0NZ4O9Q4,Approved,"Sun May 11 20:38:06 PDT 2008","Sun May 11 20:38:16 PDT 2008","I wish I had a better paying job.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZXYJZMZ0S9ZBZ4ZYT1SZ0,A33FFJ9BF7FGCU,Approved,"Sun May 11 20:42:01 PDT 2008","Sun May 11 20:42:23 PDT 2008","I wish I could speak Japanese better",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZAWMMSTMV5B2CX8YWDS8Z,A2FBTUU86MTY2W,Approved,"Sun May 11 20:42:08 PDT 2008","Sun May 11 20:42:33 PDT 2008","I wish happiness for my family.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZBG0ZSRYW33SZ6YWTWW80,A2I0Q0LA1MMIRW,Approved,"Sun May 11 22:04:02 PDT 2008","Sun May 11 22:04:59 PDT 2008","Wish i could get a caring loving rich life partner for the rest of my life.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZA3K2V4ZJXXWZYSGG4X30,A1E4RNXITLCN4U,Approved,"Sun May 11 22:13:03 PDT 2008","Sun May 11 22:13:33 PDT 2008","a more intelligent Roomba",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZVYKA3NZ19ZYZYY4X8JXZ,A177O8S6I5RP1B,Approved,"Sun May 11 22:52:14 PDT 2008","Sun May 11 22:52:29 PDT 2008","i wish for a new house",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z0XY46HWDXR1RJ7ZB9XTZ,ABWW236QQ86T6,Approved,"Sun May 11 23:02:10 PDT 2008","Sun May 11 23:03:13 PDT 2008","I wish I could be more successful in life.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZTT5ZT7YD9WVZ2AXN4WS0,A2LU4R968BROP5,Approved,"Sun May 11 23:03:48 PDT 2008","Sun May 11 23:05:30 PDT 2008","I wish for a good online data entry job.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZFA4ZSNZ1HXJZPDYWYWFZ,A2GY161AW2EZLU,Approved,"Sun May 11 23:37:45 PDT 2008","Sun May 11 23:37:58 PDT 2008","raise my children to be strong",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z3GQZZBYTGAG8ZX1P1WG0,A1FG2VR1OII0ZP,Approved,"Sun May 11 23:54:22 PDT 2008","Sun May 11 23:54:44 PDT 2008","I wish for no more allergies for everyone.",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z1JXMKXXPSG0WXSRZ3ZT0,A21NSVMKMUHS6K,Approved,"Mon May 12 02:15:23 PDT 2008","Mon May 12 02:15:45 PDT 2008","i wish to become true lover",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6ZPHKZTRYQ883ZS7ZS3X30,A19G248ZRHWWHT,Approved,"Mon May 12 02:25:16 PDT 2008","Mon May 12 02:25:44 PDT 2008","I wish this guy would leave my lobby",
F3CAVJZNDACA1303SY6Z,"Make a short wish"," ",F3CAVJZNDACA1303SY6Z916ZZEZ65TBMS8W1MY70,A1PO9AT2GARRPX,Approved,"Mon May 12 03:41:05 PDT 2008","Mon May 12 03:41:26 PDT 2008","I wish I  could have a car",
